,match_id,match_date,player,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
2007,20250520-M-Geneva-R32-Hubert_Hurkacz-Arthur_Cazaux,2025-05-20,Arthur Cazaux,1,32,21,17,9,5,2,61,21,13,6,2,24,16,7
2012,20250518-M-Rome_Masters-F-Jannik_Sinner-Carlos_Alcaraz,2025-05-18,Jannik Sinner,3,35,25,23,10,3,1,75,24,21,4,3,34,17,14
2013,20250518-M-Rome_Masters-F-Jannik_Sinner-Carlos_Alcaraz,2025-05-18,Carlos Alcaraz,2,48,35,27,16,2,2,58,23,30,14,1,31,19,10
2018,20250516-M-Rome_Masters-SF-Tommy_Paul-Jannik_Sinner,2025-05-16,Tommy Paul,3,58,33,16,7,10,5,61,22,13,10,3,31,16,12
2019,20250516-M-Rome_Masters-SF-Tommy_Paul-Jannik_Sinner,2025-05-16,Jannik Sinner,1,44,32,17,7,6,3,74,34,17,9,4,32,14,17
2026,20250516-M-Rome_Masters-SF-Lorenzo_Musetti-Carlos_Alcaraz,2025-05-16,Lorenzo Musetti,1,67,41,26,7,14,9,71,29,7,3,4,45,29,15
2027,20250516-M-Rome_Masters-SF-Lorenzo_Musetti-Carlos_Alcaraz,2025-05-16,Carlos Alcaraz,5,47,31,24,11,8,5,93,45,20,14,5,35,23,7
2032,20250515-M-Rome_Masters-R16-Francisco_Cerundolo-Jannik_Sinner,2025-05-15,Francisco Cerundolo,3,61,37,25,10,12,9,91,36,34,23,4,46,25,18
2033,20250515-M-Rome_Masters-R16-Francisco_Cerundolo-Jannik_Sinner,2025-05-15,Jannik Sinner,0,60,40,31,15,8,6,86,39,20,13,2,26,14,12
2038,20250515-M-Rome_Masters-QF-Hubert_Hurkacz-Tommy_Paul,2025-05-15,Hubert Hurkacz,2,45,32,26,7,9,5,91,35,21,11,4,44,23,19
2039,20250515-M-Rome_Masters-QF-Hubert_Hurkacz-Tommy_Paul,2025-05-15,Tommy Paul,1,53,39,38,17,8,5,71,32,16,12,3,26,17,8
2044,20250515-M-Rome_Masters-QF-Casper_Ruud-Jannik_Sinner,2025-05-15,Casper Ruud,2,23,10,21,4,9,3,33,8,9,6,0,16,8,6
2045,20250515-M-Rome_Masters-QF-Casper_Ruud-Jannik_Sinner,2025-05-15,Jannik Sinner,0,23,18,10,7,0,0,44,30,27,15,6,11,7,4
2050,20250514-M-Rome_Masters-R16-Casper_Ruud-Jaume_Munar,2025-05-14,Casper Ruud,1,32,25,22,17,2,2,61,22,21,16,1,22,10,11
2051,20250514-M-Rome_Masters-R16-Casper_Ruud-Jaume_Munar,2025-05-14,Jaume Munar,3,34,23,27,16,5,3,54,12,18,9,6,25,12,10
2056,20250514-M-Rome_Masters-QF-Lorenzo_Musetti-Alexander_Zverev,2025-05-14,Lorenzo Musetti,0,38,27,36,21,6,4,73,32,21,15,4,23,13,10
2057,20250514-M-Rome_Masters-QF-Lorenzo_Musetti-Alexander_Zverev,2025-05-14,Alexander Zverev,2,51,30,22,11,3,0,74,26,23,13,5,38,24,12
2062,20250514-M-Rome_Masters-QF-Jack_Draper-Carlos_Alcaraz,2025-05-14,Jack Draper,2,32,18,15,7,4,0,80,32,10,2,3,18,9,7
2063,20250514-M-Rome_Masters-QF-Jack_Draper-Carlos_Alcaraz,2025-05-14,Carlos Alcaraz,3,49,30,31,18,8,6,47,22,26,18,5,28,14,11
2068,20250513-M-Rome_Masters-R16-Jakub_Mensik-Hubert_Hurkacz,2025-05-13,Jakub Mensik,6,63,54,52,27,3,3,130,43,37,14,4,49,26,17
2069,20250513-M-Rome_Masters-R16-Jakub_Mensik-Hubert_Hurkacz,2025-05-13,Hubert Hurkacz,3,85,62,45,25,8,7,115,34,39,11,8,47,28,16
2076,20250512-M-Rome_Masters-R32-Hubert_Hurkacz-Marcos_Giron,2025-05-12,Hubert Hurkacz,0,45,36,25,9,4,1,64,27,28,7,8,25,13,12
2077,20250512-M-Rome_Masters-R32-Hubert_Hurkacz-Marcos_Giron,2025-05-12,Marcos Giron,0,38,23,26,14,11,7,70,25,20,11,3,25,15,10
2084,20250511-M-Rome_Masters-R32-Stefanos_Tsitsipas-Arthur_Fils,2025-05-11,Stefanos Tsitsipas,4,46,32,30,14,3,0,73,25,29,11,3,33,11,18
2085,20250511-M-Rome_Masters-R32-Stefanos_Tsitsipas-Arthur_Fils,2025-05-11,Arthur Fils,0,46,28,27,20,4,2,76,30,38,20,4,33,14,19
2092,20250511-M-Rome_Masters-R32-Holger_Rune-Corentin_Moutet,2025-05-11,Holger Rune,8,58,40,77,41,13,10,113,40,47,34,8,58,32,18
2093,20250511-M-Rome_Masters-R32-Holger_Rune-Corentin_Moutet,2025-05-11,Corentin Moutet,4,64,50,49,23,4,1,135,54,35,21,10,36,18,14
2100,20250511-M-Prague_CH-F-Guy_Den_Ouden-Filip_Misolic,2025-05-11,Guy Den Ouden,2,31,18,20,6,9,4,45,14,8,7,0,22,16,4
2101,20250511-M-Prague_CH-F-Guy_Den_Ouden-Filip_Misolic,2025-05-11,Filip Misolic,2,30,23,15,8,1,0,51,27,14,6,7,15,7,6
2106,20250510-M-Rome_Masters-R64-Hubert_Hurkacz-Pedro_Martinez,2025-05-10,Hubert Hurkacz,1,38,31,12,7,1,0,60,27,22,13,2,16,10,5
2107,20250510-M-Rome_Masters-R64-Hubert_Hurkacz-Pedro_Martinez,2025-05-10,Pedro Martinez,4,44,27,16,6,6,2,50,12,12,9,3,23,13,6
2112,20250510-M-Rome_Masters-R64-Casper_Ruud-Alexander_Bublik,2025-05-10,Casper Ruud,2,48,37,30,19,2,0,95,37,22,11,4,15,10,3
2113,20250510-M-Rome_Masters-R64-Casper_Ruud-Alexander_Bublik,2025-05-10,Alexander Bublik,6,64,46,31,12,8,5,78,22,52,23,10,53,23,24
2120,20250510-M-Rome_Masters-R64-Ben_Shelton-Jaume_Munar,2025-05-10,Ben Shelton,2,31,19,25,7,12,7,47,13,21,14,5,41,25,14
2121,20250510-M-Rome_Masters-R64-Ben_Shelton-Jaume_Munar,2025-05-10,Jaume Munar,2,33,24,14,10,1,1,56,30,6,3,3,7,0,5
2126,20250509-M-Rome_Masters-R64-Vilius_Gaubas-Denis_Shapovalov,2025-05-09,Vilius Gaubas,2,57,37,16,10,7,6,66,30,13,11,1,21,12,7
2127,20250509-M-Rome_Masters-R64-Vilius_Gaubas-Denis_Shapovalov,2025-05-09,Denis Shapovalov,9,35,22,31,14,6,3,73,26,18,8,5,39,14,16
2132,20250509-M-Rome_Masters-R64-Tallon_Griekspoor-Arthur_Fils,2025-05-09,Tallon Griekspoor,1,33,18,20,10,7,3,44,11,22,7,3,25,12,12
2133,20250509-M-Rome_Masters-R64-Tallon_Griekspoor-Arthur_Fils,2025-05-09,Arthur Fils,1,24,18,20,15,1,1,53,25,25,10,6,14,5,8
2138,20250509-M-Rome_Masters-R64-Lorenzo_Musetti-Otto_Virtanen,2025-05-09,Lorenzo Musetti,1,37,30,16,9,0,0,65,30,15,7,7,19,7,11
2139,20250509-M-Rome_Masters-R64-Lorenzo_Musetti-Otto_Virtanen,2025-05-09,Otto Virtanen,1,38,25,27,10,9,6,53,14,10,6,0,35,29,5
2144,20250509-M-Rome_Masters-R64-Dusan_Lajovic-Carlos_Alcaraz,2025-05-09,Dusan Lajovic,1,41,24,26,12,10,6,51,16,21,7,3,26,11,14
2145,20250509-M-Rome_Masters-R64-Dusan_Lajovic-Carlos_Alcaraz,2025-05-09,Carlos Alcaraz,2,36,26,15,9,2,1,67,31,30,15,6,26,14,10
2150,20250508-M-Rome_Masters-R128-Jesper_De_Jong-Alexander_Shevchenko,2025-05-08,Jesper De Jong,2,33,29,21,11,3,3,65,30,27,7,14,17,10,5
2151,20250508-M-Rome_Masters-R128-Jesper_De_Jong-Alexander_Shevchenko,2025-05-08,Alexander Shevchenko,3,31,18,34,17,7,4,54,14,15,5,7,24,9,12
2156,20250508-M-Rome_Masters-R128-Fabian_Marozsan-Joao_Fonseca,2025-05-08,Fabian Marozsan,1,41,31,26,18,4,3,68,27,34,10,7,26,12,13
2157,20250508-M-Rome_Masters-R128-Fabian_Marozsan-Joao_Fonseca,2025-05-08,Joao Fonseca,4,38,23,30,18,3,1,67,18,26,10,4,35,18,13
2162,20250507-M-Rome_Masters-R128-Tallon_Griekspoor-Miomir_Kecmanovic,2025-05-07,Tallon Griekspoor,1,54,43,19,8,4,2,71,35,56,18,9,31,14,16
2163,20250507-M-Rome_Masters-R128-Tallon_Griekspoor-Miomir_Kecmanovic,2025-05-07,Miomir Kecmanovic,6,47,28,24,8,7,2,73,22,21,6,7,21,8,7
2170,20250504-M-Madrid_Masters-F-Casper_Ruud-Jack_Draper,2025-05-04,Casper Ruud,7,57,46,39,15,7,4,102,38,53,29,4,36,18,11
2171,20250504-M-Madrid_Masters-F-Casper_Ruud-Jack_Draper,2025-05-04,Jack Draper,3,66,47,36,17,10,7,96,35,53,26,12,35,18,14
2178,20250504-M-Aix_En_Provence_CH-F-Stan_Wawrinka-Borna_Coric,2025-05-04,Stan Wawrinka,1,64,47,46,24,9,7,105,32,37,18,7,52,26,25
2179,20250504-M-Aix_En_Provence_CH-F-Stan_Wawrinka-Borna_Coric,2025-05-04,Borna Coric,0,70,53,35,20,3,2,110,39,21,11,5,37,18,19
2186,20250502-M-Madrid_Masters-SF-Jack_Draper-Lorenzo_Musetti,2025-05-02,Jack Draper,1,49,38,24,14,3,2,73,26,20,7,10,16,5,10
2187,20250502-M-Madrid_Masters-SF-Jack_Draper-Lorenzo_Musetti,2025-05-02,Lorenzo Musetti,2,53,37,20,10,6,4,73,21,22,13,6,24,13,9
2192,20250502-M-Madrid_Masters-SF-Casper_Ruud-Francisco_Cerundolo,2025-05-02,Casper Ruud,3,56,35,29,13,18,15,65,27,23,10,4,27,12,12
2193,20250502-M-Madrid_Masters-SF-Casper_Ruud-Francisco_Cerundolo,2025-05-02,Francisco Cerundolo,3,39,26,26,12,9,4,85,37,31,19,8,28,17,8
2198,20250501-M-Madrid_Masters-QF-Gabriel_Diallo-Lorenzo_Musetti,2025-05-01,Gabriel Diallo,1,36,26,26,6,6,2,57,18,16,15,1,43,28,14
2199,20250501-M-Madrid_Masters-QF-Gabriel_Diallo-Lorenzo_Musetti,2025-05-01,Lorenzo Musetti,0,36,28,21,11,5,4,62,30,13,6,2,13,8,5
2204,20250501-M-Madrid_Masters-QF-Casper_Ruud-Daniil_Medvedev,2025-05-01,Casper Ruud,2,41,31,21,14,2,2,78,31,17,10,5,20,11,7
2205,20250501-M-Madrid_Masters-QF-Casper_Ruud-Daniil_Medvedev,2025-05-01,Daniil Medvedev,5,46,31,32,16,8,6,62,17,24,14,7,33,17,11
2210,20250430-M-Madrid_Masters-R16-Alex_De_Minaur-Lorenzo_Musetti,2025-04-30,Alex De Minaur,1,35,25,23,9,10,7,48,11,15,3,1,26,17,8
2211,20250430-M-Madrid_Masters-R16-Alex_De_Minaur-Lorenzo_Musetti,2025-04-30,Lorenzo Musetti,1,33,26,15,11,0,0,58,24,26,8,6,23,14,8
2216,20250429-M-Madrid_Masters-R32-Stefanos_Tsitsipas-Lorenzo_Musetti,2025-04-29,Stefanos Tsitsipas,5,46,36,32,14,8,6,80,25,27,24,2,34,21,8
2217,20250429-M-Madrid_Masters-R32-Stefanos_Tsitsipas-Lorenzo_Musetti,2025-04-29,Lorenzo Musetti,0,61,47,19,8,5,4,78,28,22,11,7,24,13,11
2222,20250429-M-Madrid_Masters-R16-Taylor_Fritz-Casper_Ruud,2025-04-29,Taylor Fritz,0,41,27,21,12,7,4,72,24,21,11,3,27,20,7
2223,20250429-M-Madrid_Masters-R16-Taylor_Fritz-Casper_Ruud,2025-04-29,Casper Ruud,2,45,33,27,15,3,2,62,23,29,20,5,22,7,13
2228,20250429-M-Madrid_Masters-R16-Jakub_Mensik-Alexander_Bublik,2025-04-29,Jakub Mensik,1,30,24,19,14,3,3,49,22,23,9,1,12,7,4
2229,20250429-M-Madrid_Masters-R16-Jakub_Mensik-Alexander_Bublik,2025-04-29,Alexander Bublik,1,30,20,19,7,4,1,49,11,18,4,5,23,10,12
2234,20250427-M-Madrid_Masters-R32-Casper_Ruud-Sebastian_Korda,2025-04-27,Casper Ruud,1,40,29,18,10,5,4,52,23,22,11,4,19,6,12
2235,20250427-M-Madrid_Masters-R32-Casper_Ruud-Sebastian_Korda,2025-04-27,Sebastian Korda,2,30,20,22,9,8,4,58,19,15,5,7,28,8,18
2240,20250427-M-Madrid_Masters-R32-Ben_Shelton-Jakub_Mensik,2025-04-27,Ben Shelton,1,28,17,31,15,9,5,43,11,22,7,2,25,17,7
2241,20250427-M-Madrid_Masters-R32-Ben_Shelton-Jakub_Mensik,2025-04-27,Jakub Mensik,2,28,26,15,6,0,0,59,27,31,9,4,15,6,7
2246,20250427-M-Madrid_Masters-R32-Andrey_Rublev-Alexander_Bublik,2025-04-27,Andrey Rublev,2,48,38,19,11,6,4,71,24,43,11,8,16,10,4
2247,20250427-M-Madrid_Masters-R32-Andrey_Rublev-Alexander_Bublik,2025-04-27,Alexander Bublik,6,39,29,32,18,5,2,67,18,46,11,11,21,7,8
2254,20250426-M-Madrid_Masters-R64-Tommy_Paul-Joao_Fonseca,2025-04-26,Tommy Paul,1,70,51,32,16,11,10,89,30,46,22,2,32,22,9
2255,20250426-M-Madrid_Masters-R64-Tommy_Paul-Joao_Fonseca,2025-04-26,Joao Fonseca,2,66,48,23,11,1,0,102,35,47,19,7,37,18,17
2260,20250426-M-Madrid_Masters-R64-Tomas_Machac-Jacob_Fearnley,2025-04-26,Tomas Machac,9,45,31,41,21,7,4,78,28,21,6,10,32,14,9
2261,20250426-M-Madrid_Masters-R64-Tomas_Machac-Jacob_Fearnley,2025-04-26,Jacob Fearnley,3,46,36,32,14,5,3,86,34,38,17,7,32,8,21
2268,20250426-M-Madrid_Masters-R64-Matteo_Berrettini-Marcos_Giron,2025-04-26,Matteo Berrettini,1,76,59,21,13,0,0,105,37,58,29,4,37,20,16
2269,20250426-M-Madrid_Masters-R64-Matteo_Berrettini-Marcos_Giron,2025-04-26,Marcos Giron,6,64,49,41,19,7,5,97,25,46,15,7,40,18,16
2276,20250426-M-Madrid_Masters-R64-Matteo_Arnaldi-Novak_Djokovic,2025-04-26,Matteo Arnaldi,0,41,29,33,17,5,4,53,21,30,12,4,21,6,15
2277,20250426-M-Madrid_Masters-R64-Matteo_Arnaldi-Novak_Djokovic,2025-04-26,Novak Djokovic,3,33,24,20,8,3,0,74,28,32,9,8,30,12,15
2282,20250425-M-Madrid_Masters-R64-Taylor_Fritz-Christopher_Oconnell,2025-04-25,Taylor Fritz,0,31,27,23,9,4,3,50,24,29,12,5,20,13,7
2283,20250425-M-Madrid_Masters-R64-Taylor_Fritz-Christopher_Oconnell,2025-04-25,Christopher Oconnell,2,23,16,27,10,8,4,54,18,18,6,6,21,10,9
2288,20250425-M-Madrid_Masters-R64-Hubert_Hurkacz-Benjamin_Bonzi,2025-04-25,Hubert Hurkacz,0,31,23,31,16,6,3,60,17,22,9,9,29,13,16
2289,20250425-M-Madrid_Masters-R64-Hubert_Hurkacz-Benjamin_Bonzi,2025-04-25,Benjamin Bonzi,1,35,27,25,16,2,1,62,23,24,6,12,17,11,5
2294,20250424-M-Madrid_Masters-R128-Elmer_Moller-Joao_Fonseca,2025-04-24,Elmer Moller,2,41,23,22,10,13,9,53,18,11,6,4,26,11,13
2295,20250424-M-Madrid_Masters-R128-Elmer_Moller-Joao_Fonseca,2025-04-24,Joao Fonseca,1,37,27,16,8,0,0,63,30,19,10,1,23,16,6
2300,20250423-M-Madrid_Masters-R128-Giovanni_Mpetshi_Perricard-Mariano_Navone,2025-04-23,Giovanni Mpetshi Perricard,1,46,34,23,8,6,4,53,11,38,10,8,39,26,12
2301,20250423-M-Madrid_Masters-R128-Giovanni_Mpetshi_Perricard-Mariano_Navone,2025-04-23,Mariano Navone,1,37,30,16,12,1,1,69,27,21,9,2,10,8,1
2306,20250420-M-Barcelona-F-Holger_Rune-Carlos_Alcaraz,2025-04-20,Holger Rune,1,52,36,20,11,5,4,57,22,29,12,5,24,15,8
2307,20250420-M-Barcelona-F-Holger_Rune-Carlos_Alcaraz,2025-04-20,Carlos Alcaraz,0,40,26,17,9,5,2,72,25,28,13,3,33,20,13
2312,20250419-M-Barcelona-SF-Arthur_Fils-Carlos_Alcaraz,2025-04-19,Arthur Fils,4,37,22,18,9,5,2,53,14,19,4,7,34,18,12
2313,20250419-M-Barcelona-SF-Arthur_Fils-Carlos_Alcaraz,2025-04-19,Carlos Alcaraz,2,39,30,14,9,1,1,55,24,19,8,2,14,5,7
2318,20250418-M-Barcelona-QF-Casper_Ruud-Holger_Rune,2025-04-18,Casper Ruud,3,30,18,28,13,7,3,55,19,14,10,2,29,14,12
2319,20250418-M-Barcelona-QF-Casper_Ruud-Holger_Rune,2025-04-18,Holger Rune,2,29,23,26,13,4,3,58,27,17,10,6,18,6,10
2324,20250417-M-Barcelona-R16-Laslo_Djere-Carlos_Alcaraz,2025-04-17,Laslo Djere,3,31,18,19,7,6,2,49,14,14,6,0,28,6,19
2325,20250417-M-Barcelona-R16-Laslo_Djere-Carlos_Alcaraz,2025-04-17,Carlos Alcaraz,0,35,27,14,8,3,2,50,25,26,9,3,19,13,6
2330,20250416-M-Barcelona-R16-Arthur_Fils-Pedro_Martinez,2025-04-16,Arthur Fils,0,25,20,26,18,1,1,48,20,34,17,7,22,7,15
2331,20250416-M-Barcelona-R16-Arthur_Fils-Pedro_Martinez,2025-04-16,Pedro Martinez,3,36,21,12,7,5,2,51,13,13,3,2,19,10,6
2336,20250415-M-Barcelona-R32-Reilly_Opelka-Stefanos_Tsitsipas,2025-04-15,Reilly Opelka,3,33,19,21,7,9,5,48,12,13,6,3,25,11,11
2337,20250415-M-Barcelona-R32-Reilly_Opelka-Stefanos_Tsitsipas,2025-04-15,Stefanos Tsitsipas,1,24,18,24,18,3,3,54,28,7,5,0,8,4,3
2342,20250412-M-Monte_Carlo_Masters-SF-Lorenzo_Musetti-Alex_De_Minaur,2025-04-12,Lorenzo Musetti,1,61,37,32,12,12,5,94,40,20,13,5,41,32,8
2343,20250412-M-Monte_Carlo_Masters-SF-Lorenzo_Musetti-Alex_De_Minaur,2025-04-12,Alex De Minaur,3,50,36,44,18,9,4,93,44,23,15,7,41,24,14
2350,20250412-M-Monte_Carlo_Masters-SF-Carlos_Alcaraz-Alejandro_Davidovich_Fokina,2025-04-12,Carlos Alcaraz,1,48,31,25,16,7,5,109,50,22,17,4,28,14,13
2351,20250412-M-Monte_Carlo_Masters-SF-Carlos_Alcaraz-Alejandro_Davidovich_Fokina,2025-04-12,Alejandro Davidovich Fokina,3,77,47,32,12,19,16,73,26,20,6,10,37,24,10
2356,20250411-M-Monte_Carlo_Masters-QF-Stefanos_Tsitsipas-Lorenzo_Musetti,2025-04-11,Stefanos Tsitsipas,7,42,28,43,23,6,3,102,40,25,19,5,43,25,11
2357,20250411-M-Monte_Carlo_Masters-QF-Stefanos_Tsitsipas-Lorenzo_Musetti,2025-04-11,Lorenzo Musetti,1,75,47,27,15,17,14,85,34,25,10,12,36,17,18
2364,20250411-M-Monte_Carlo_Masters-QF-Carlos_Alcaraz-Arthur_Fils,2025-04-11,Carlos Alcaraz,7,62,43,39,19,11,7,103,45,42,10,7,39,18,14
2365,20250411-M-Monte_Carlo_Masters-QF-Carlos_Alcaraz-Arthur_Fils,2025-04-11,Arthur Fils,5,62,45,41,13,14,9,101,39,40,17,7,55,33,17
2372,20250411-M-Monte_Carlo_Masters-QF-Alejandro_Davidovich_Fokina-Alexei_Popyrin,2025-04-11,Alejandro Davidovich Fokina,0,32,26,15,11,0,0,56,24,11,7,3,15,12,3
2373,20250411-M-Monte_Carlo_Masters-QF-Alejandro_Davidovich_Fokina-Alexei_Popyrin,2025-04-11,Alexei Popyrin,4,36,24,20,8,9,6,47,10,16,4,2,28,9,15
2378,20250410-M-Monte_Carlo_Masters-R16-Lorenzo_Musetti-Matteo_Berrettini,2025-04-10,Lorenzo Musetti,1,37,27,13,10,0,0,68,30,10,3,6,14,7,6
2379,20250410-M-Monte_Carlo_Masters-R16-Lorenzo_Musetti-Matteo_Berrettini,2025-04-10,Matteo Berrettini,2,45,30,23,8,10,7,50,13,17,11,3,36,25,9
2384,20250410-M-Monte_Carlo_Masters-R16-Daniil_Medvedev-Alex_De_Minaur,2025-04-10,Daniil Medvedev,3,29,13,23,6,12,5,46,20,9,3,3,26,17,6
2385,20250410-M-Monte_Carlo_Masters-R16-Daniil_Medvedev-Alex_De_Minaur,2025-04-10,Alex De Minaur,3,24,14,22,12,4,1,52,33,16,7,5,24,14,7
2390,20250410-M-Monte_Carlo_Masters-R16-Casper_Ruud-Alexei_Popyrin,2025-04-10,Casper Ruud,2,85,58,38,18,15,12,117,44,37,30,5,38,32,4
2391,20250410-M-Monte_Carlo_Masters-R16-Casper_Ruud-Alexei_Popyrin,2025-04-10,Alexei Popyrin,5,73,54,44,19,14,12,123,47,51,33,10,45,22,18
2398,20250410-M-Monte_Carlo_Masters-R16-Andrey_Rublev-Arthur_Fils,2025-04-10,Andrey Rublev,3,32,19,20,6,9,4,42,12,17,4,3,18,4,11
2399,20250410-M-Monte_Carlo_Masters-R16-Andrey_Rublev-Arthur_Fils,2025-04-10,Arthur Fils,2,26,21,16,9,1,0,52,27,28,15,5,18,9,7
2404,20250409-M-Monte_Carlo_Masters-R32-Lorenzo_Musetti-Jiri_Lehecka,2025-04-09,Lorenzo Musetti,0,53,32,23,16,6,2,105,48,23,15,5,24,11,13
2405,20250409-M-Monte_Carlo_Masters-R32-Lorenzo_Musetti-Jiri_Lehecka,2025-04-09,Jiri Lehecka,8,61,41,44,16,18,14,76,28,28,15,6,50,22,20
2412,20250409-M-Monte_Carlo_Masters-R32-Francisco_Cerundolo-Carlos_Alcaraz,2025-04-09,Francisco Cerundolo,5,33,17,22,9,8,2,76,29,11,4,5,31,10,16
2413,20250409-M-Monte_Carlo_Masters-R32-Francisco_Cerundolo-Carlos_Alcaraz,2025-04-09,Carlos Alcaraz,3,41,28,35,19,7,5,55,29,20,13,5,32,13,16
2420,20250409-M-Monte_Carlo_Masters-R32-Flavio_Cobolli-Arthur_Fils,2025-04-09,Flavio Cobolli,2,28,15,26,15,8,5,53,15,21,8,4,25,11,12
2421,20250409-M-Monte_Carlo_Masters-R32-Flavio_Cobolli-Arthur_Fils,2025-04-09,Arthur Fils,1,32,24,21,14,2,2,54,24,24,11,3,21,11,9
2426,20250409-M-Monte_Carlo_Masters-R32-Casper_Ruud-Roberto_Bautista_Agut,2025-04-09,Casper Ruud,0,29,25,10,7,0,0,51,27,28,16,4,8,6,2
2427,20250409-M-Monte_Carlo_Masters-R32-Casper_Ruud-Roberto_Bautista_Agut,2025-04-09,Roberto Bautista Agut,1,31,15,20,9,8,4,39,7,9,3,5,19,5,13
2432,20250409-M-Monte_Carlo_Masters-R32-Alejandro_Tabilo-Novak_Djokovic,2025-04-09,Alejandro Tabilo,2,37,30,22,11,3,2,56,25,16,9,5,16,6,8
2433,20250409-M-Monte_Carlo_Masters-R32-Alejandro_Tabilo-Novak_Djokovic,2025-04-09,Novak Djokovic,2,30,20,26,11,8,5,59,18,18,7,8,27,15,10
2438,20250408-M-Monte_Carlo_Masters-R32-Stefanos_Tsitsipas-Jordan_Thompson,2025-04-08,Stefanos Tsitsipas,2,41,32,41,25,7,5,78,29,20,10,3,28,15,11
2439,20250408-M-Monte_Carlo_Masters-R32-Stefanos_Tsitsipas-Jordan_Thompson,2025-04-08,Jordan Thompson,1,48,34,30,15,9,5,82,25,22,9,8,27,15,11
2446,20250407-M-Monte_Carlo_Masters-R64-Stan_Wawrinka-Alejandro_Tabilo,2025-04-07,Stan Wawrinka,4,68,42,47,24,13,8,101,44,39,22,9,45,28,13
2447,20250407-M-Monte_Carlo_Masters-R64-Stan_Wawrinka-Alejandro_Tabilo,2025-04-07,Alejandro Tabilo,5,58,38,43,19,12,7,115,49,30,21,6,37,18,14
2454,20250407-M-Monte_Carlo_Masters-R64-Jiri_Lehecka-Sebastian_Korda,2025-04-07,Jiri Lehecka,0,41,36,24,13,2,1,68,23,17,5,6,23,13,10
2455,20250407-M-Monte_Carlo_Masters-R64-Jiri_Lehecka-Sebastian_Korda,2025-04-07,Sebastian Korda,1,48,31,20,14,3,1,65,16,15,4,5,32,21,10
2460,20250407-M-Monte_Carlo_Masters-R64-Daniil_Medvedev-Karen_Khachanov,2025-04-07,Daniil Medvedev,5,49,35,47,16,16,8,119,62,38,15,17,40,19,16
2461,20250407-M-Monte_Carlo_Masters-R64-Daniil_Medvedev-Karen_Khachanov,2025-04-07,Karen Khachanov,2,86,45,33,12,20,11,96,45,26,19,6,50,29,19
2468,20250406-M-Marrakech-F-Tallon_Griekspoor-Luciano_Darderi,2025-04-06,Tallon Griekspoor,6,51,39,30,18,1,0,83,25,38,20,7,27,10,11
2469,20250406-M-Marrakech-F-Tallon_Griekspoor-Luciano_Darderi,2025-04-06,Luciano Darderi,3,51,37,32,21,4,3,81,24,28,18,7,26,17,6
2474,20250406-M-Houston-F-Jenson_Brooksby-Frances_Tiafoe,2025-04-06,Jenson Brooksby,1,41,26,17,12,6,4,55,29,25,10,10,15,12,2
2475,20250406-M-Houston-F-Jenson_Brooksby-Frances_Tiafoe,2025-04-06,Frances Tiafoe,2,28,17,27,9,6,1,58,20,16,11,5,26,9,15
2480,20250406-M-Bucharest-F-Sebastian_Baez-Flavio_Cobolli,2025-04-06,Sebastian Baez,0,62,33,12,9,11,7,69,28,17,10,6,34,23,11
2481,20250406-M-Bucharest-F-Sebastian_Baez-Flavio_Cobolli,2025-04-06,Flavio Cobolli,3,31,23,38,18,4,2,74,32,17,11,3,36,17,16
2486,20250405-M-Marrakech-SF-Tallon_Griekspoor-Kamil_Majchrzak,2025-04-05,Tallon Griekspoor,1,45,38,30,16,5,4,71,24,26,12,4,23,9,13
2487,20250405-M-Marrakech-SF-Tallon_Griekspoor-Kamil_Majchrzak,2025-04-05,Kamil Majchrzak,1,42,33,29,14,3,1,75,21,25,8,11,22,8,13
2492,20250405-M-Houston-SF-Jenson_Brooksby-Tommy_Paul,2025-04-05,Jenson Brooksby,2,74,46,35,18,11,6,111,42,21,13,8,25,13,10
2493,20250405-M-Houston-SF-Jenson_Brooksby-Tommy_Paul,2025-04-05,Tommy Paul,5,62,42,49,27,9,5,109,45,38,19,11,47,24,18
2500,20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,2025-04-04,Tallon Griekspoor,1,35,27,27,18,4,4,59,24,17,7,3,19,11,7
2501,20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,2025-04-04,Mattia Bellucci,8,35,26,24,9,3,1,62,17,15,7,2,33,12,13
2506,20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,2025-04-04,Alvaro Guillen Meza,4,61,40,29,13,10,7,67,32,17,11,3,37,19,14
2507,20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,2025-04-04,Juan Carlos Prado Angelo,1,43,29,24,6,10,5,90,37,16,12,3,34,17,16
2514,20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,2025-04-01,Jesper De Jong,1,25,23,20,17,0,0,74,34,20,13,3,14,8,5
2515,20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,2025-04-01,Elliot Benchetrit,2,42,28,32,12,10,7,45,5,19,13,3,42,24,16
